Level ID,Level Name,Type,Name,Details,Location,Location hints
4,War Of The Worlds,Recipe,Copper Bar,Requires: Copper x379,Territory: Pennyslvania,"Part of bonuses: North East States, North America, United States"
4,War Of The Worlds,Recipe,Iron Bar,Requires: Iron x541,Territory: Murmansk,"Part of bonuses: North West Russia, Europe, European Russia, Russia"
4,War Of The Worlds,Recipe,Tin Bar,Requires: Tin x441,Territory: Baja California,"Part of bonuses: Mexico, North America"
4,War Of The Worlds,Recipe,Zinc Bar,Requires: Zinc x812,Territory: Shandong,"Part of bonuses: East China, Asia, China"
4,War Of The Worlds,Tech Recipe,!MS: Basic Marketing,Requires: Copper Bar x19,,
4,War Of The Worlds,Tech Recipe,!MS: Faster Smelters,Requires: Copper Bar x218,,
4,War Of The Worlds,Tech Recipe,!MS: Incentive Program,"Requires: Iron Bar x325, Copper Bar x1.2K",,
4,War Of The Worlds,Tech Recipe,!MS: Intern Salesman,"Requires: Iron Bar x16, Tin Bar x166",,
4,War Of The Worlds,Tech Recipe,Barehand Mining,Requires: Copper Bar x66,,
4,War Of The Worlds,Tech Recipe,Basic Recruitment,Requires: Iron Bar x64,,
4,War Of The Worlds,Tech Recipe,Drafting,Requires: Tin Bar x35,,
4,War Of The Worlds,Tech Recipe,Increase Taxes on Corporations,Requires: Tin Bar x785,,
4,War Of The Worlds,Tech Recipe,Pickaxes,"Requires: Tin Bar x99, Copper Bar x422",,
4,War Of The Worlds,Tech Recipe,Torches,"Requires: Iron Bar x133, Tin Bar x429",,
5,Ursa:Luna,Dig Sites,Dig Site 2995200,Cost: 3.0M; Time: 18 hours; Type: c69 u31,Territory: Koremune,"Part of bonuses: Sector N:4, East Ignis, Ursa:Ignis, Luna West"
5,Ursa:Luna,Dig Sites,Dig Site 20673000,Cost: 20.7M; Time: 29 hours; Type: c33 u67,Territory: Hubble Bay Penal Facility,"Part of bonuses: Ignis Objects, West Ignis, Ursa:Ignis, Luna West, [HBPF]"
5,Ursa:Luna,Hospital,Hospital00,"Base armies saved: 49.7K; Upgrade costs: 564.0K, 3.9M, 34.3M",Territory: Amguri,"Part of bonuses: Ash:Dabu, North Cyan, Ursa:Cyan, Luna East"
5,Ursa:Luna,Hospital,Hospital01,Base armies saved: 583.8K; Upgrade costs:,Territory: Tipanshui,"Part of bonuses: Soo:Chi, Ursa:Terram, West Terram, Luna West"
5,Ursa:Luna,Largest Cache,Army Cache,1.4M,Territory: -Shiva Gate-,Part of bonuses: Gates
5,Ursa:Luna,Largest Cache,Army Cache,10.7M,Bonus: Luna West,
5,Ursa:Luna,Largest Cache,Army Cache,2.3M,Territory: Shiba,"Part of bonuses: Sector X:5, West Ignis, Ursa:Ignis, Luna West"
5,Ursa:Luna,Largest Cache,Army Cache,3.4M,Bonus: Kaburi Shamans,
5,Ursa:Luna,Largest Cache,Army Cache,7.1M,Bonus: West Terram,"Part of bonuses: Ursa:Terram, Luna West"
5,Ursa:Luna,Largest Cache,Money Cache,1.8M,Bonus: West Aer,"Part of bonuses: Ursa:Aer, Luna East"
5,Ursa:Luna,Largest Cache,Money Cache,2.1M,Territory: Bōkō,"Part of bonuses: Sector X:5, West Ignis, Ursa:Ignis, Luna West"
5,Ursa:Luna,Largest Cache,Money Cache,2.2M,Territory: Ulaangom,"Part of bonuses: Rot:Lurk, Ursa:Ferrum, Luna West, Abaskull Hunters"
5,Ursa:Luna,Largest Cache,Money Cache,2.9M,Territory: Reservoir 1:Ж,"Part of bonuses: Aquila Major, Ursa:Ferrum, Luna West, Ubba Cannibals, Mega Cities"
5,Ursa:Luna,Largest Cache,Money Cache,6.8M,Bonus: Ursa:Terram,Part of bonuses: Luna West
5,Ursa:Luna,Largest Territories,Territory Cost,"10.0M (JS, TS)",Territory: Uliastai,"Part of bonuses: Nar:Vik, Ursa:Ferrum, Luna West"
5,Ursa:Luna,Largest Territories,Territory Cost,6.0M (JS),Territory: Hechi,"Part of bonuses: San:Lara, Ursa:Terram, East Terram, Luna West"
5,Ursa:Luna,Largest Territories,Territory Cost,"6.6M (JS, TS, QS)",Territory: Tipanshui,"Part of bonuses: Soo:Chi, Ursa:Terram, West Terram, Luna West"
5,Ursa:Luna,Largest Territories,Territory Cost,"7.1M (JS, TS)",Territory: Shaowu,"Part of bonuses: Nin:Guo, Ursa:Terram, West Terram, Luna West, Ubba Cannibals"
5,Ursa:Luna,Largest Territories,Territory Cost,"8.2M (JS, TS)",Territory: -Vishnu Gate-,Part of bonuses: Gates
5,Ursa:Luna,Market,Belluminkling,"Resources: Tin Bar, Iron Bar, Copper Wire, Copper Bar",Bonus: Ursa:Ferrum,Part of bonuses: Luna West
5,Ursa:Luna,Mercenary Camp,MercenaryCamp000,Base mercs: 426.3K; Base cost: 2.73,Territory: Bahila,"Part of bonuses: Al:Faraa, Ursa:Lux, Luna East, Kuaja Marauders"
5,Ursa:Luna,Mercenary Camp,MercenaryCamp001,Base mercs: 4.4M; Base cost: 4.14,Territory: Ogra,"Part of bonuses: Ash:Dabu, North Cyan, Ursa:Cyan, Luna East"
5,Ursa:Luna,Mercenary Camp,MercenaryCamp002,Base mercs: 12.5M; Base cost: 5.22,Territory: Klung,"Part of bonuses: Vidos, Ursa:Aer, West Aer, Luna East, Abaskull Hunters"
5,Ursa:Luna,Mercenary Camp,MercenaryCamp003,Base mercs: 8.5M; Base cost: 4.96,Territory: Shaowu,"Part of bonuses: Nin:Guo, Ursa:Terram, West Terram, Luna West, Ubba Cannibals"
5,Ursa:Luna,Meta,Total Armies Required,154.7M,,
5,Ursa:Luna,Meta,Total Base Army Caches,26.7M,,
5,Ursa:Luna,Meta,Total Base Mercenaries,25.8M,,
5,Ursa:Luna,Meta,Total Base Mercenaries Costs,126.5M,,
5,Ursa:Luna,Meta,Total Base Money Caches,20.0M,,
5,Ursa:Luna,Meta,Total Base Money Generation Per Sec,1.1K,,
5,Ursa:Luna,Meta,Total Hospitals Save per Terr,925.1K,,
5,Ursa:Luna,Meta,Total Hospitals Upgrade Costs,38.8M,,
5,Ursa:Luna,Meta,Total Powers Available,FCx1,,
5,Ursa:Luna,Meta,Total Territories,182,,
5,Ursa:Luna,Recipe,Copper Bar,Requires: Copper x364,Territory: Mihran,"Part of bonuses: Al:Faraa, Ursa:Lux, Luna East, Kuaja Marauders"
5,Ursa:Luna,Recipe,Copper Wire,Requires: Copper Bar x4,Territory: Uliastai,"Part of bonuses: Nar:Vik, Ursa:Ferrum, Luna West"
5,Ursa:Luna,Recipe,Iron Bar,Requires: Iron x519,Territory: Rampur,"Part of bonuses: Gyn:Rox, North Cyan, Ursa:Cyan, Luna East"
5,Ursa:Luna,Recipe,Nickel Bar,Requires: Nickel x1.2K,Territory: Nanning,"Part of bonuses: Soo:Chi, Ursa:Terram, West Terram, Luna West"
5,Ursa:Luna,Recipe,Tin Bar,Requires: Tin x423,Bonus: South Cyan,"Part of bonuses: Ursa:Cyan, Luna East"
5,Ursa:Luna,Recipe,Zinc Bar,Requires: Zinc x779,Bonus: Ursa:Ignis,Part of bonuses: Luna West
5,Ursa:Luna,Tech Recipe,!MS: Basic Marketing,Requires: Copper Bar x181,,
5,Ursa:Luna,Tech Recipe,!MS: Faster Smelters,Requires: Copper Bar x74,,
5,Ursa:Luna,Tech Recipe,!MS: Incentive Program,Requires: Iron Bar x227,,
5,Ursa:Luna,Tech Recipe,!MS: Intern Salesman,Requires: Iron Bar x29,,
5,Ursa:Luna,Tech Recipe,Barehand Mining,Requires: Copper Bar x20,,
5,Ursa:Luna,Tech Recipe,Basic Recruitment,Requires: Tin Bar x52,,
5,Ursa:Luna,Tech Recipe,Billboards,Requires: Iron Bar x421,,
5,Ursa:Luna,Tech Recipe,Drafting,Requires: Copper Bar x277,,
5,Ursa:Luna,Tech Recipe,Increase Taxes on Corporations,Requires: Zinc Bar x41,,
5,Ursa:Luna,Tech Recipe,Increase Taxes on the Rich,"Requires: Tin Bar x807, Copper Bar x1.4K",,
5,Ursa:Luna,Tech Recipe,Infrastructure Upgrades,Requires: Iron Bar x114,,
5,Ursa:Luna,Tech Recipe,Pickaxes,"Requires: Tin Bar x248, Copper Bar x562",,
5,Ursa:Luna,Tech Recipe,Torches,"Requires: Iron Bar x48, Tin Bar x312",,
6,Final Earth,Dig Sites,Dig Site 51421806,Cost: 51.4M; Time: 8 hours; Type: c100,Territory: South Quebec,Part of bonuses: East Canada
6,Final Earth,Dig Sites,Dig Site 497853366,Cost: 497.9M; Time: 23 hours; Type: c52 u48,Territory: Khanty-Mansiysk,Part of bonuses: Ural
6,Final Earth,Hospital,Hospital00,"Base armies saved: 82.1K; Upgrade costs: 19.0M, 231.0M, 1.4B",Territory: West Central Brazil,Part of bonuses: Brazil
6,Final Earth,Largest Cache,Army Cache,1.4M,Territory: Angola,Part of bonuses: Southern Africa
6,Final Earth,Largest Cache,Army Cache,2.0M,Territory: Tibet,Part of bonuses: West China
6,Final Earth,Largest Cache,Army Cache,3.2M,Territory: Central Siberian Plateau,Part of bonuses: Siberia
6,Final Earth,Largest Cache,Army Cache,5.4M,Territory: Yukon,Part of bonuses: North Canada
6,Final Earth,Largest Cache,Army Cache,5.5M,Territory: Southeast China,Part of bonuses: East China
6,Final Earth,Largest Cache,Money Cache,108.4M,Territory: South New Zealand,Part of bonuses: South Pacific
6,Final Earth,Largest Cache,Money Cache,130.6M,Territory: New Southwales,Part of bonuses: Australia
6,Final Earth,Largest Cache,Money Cache,26.9M,Territory: North Manitoba,Part of bonuses: South Canada
6,Final Earth,Largest Cache,Money Cache,46.7M,Territory: Indochinese Peninsula,Part of bonuses: South Asia
6,Final Earth,Largest Cache,Money Cache,51.0M,Bonus: Siberia,
6,Final Earth,Largest Territories,Territory Cost,"10.5M (JS, TS, QS)",Territory: North New Zealand,Part of bonuses: South Pacific
6,Final Earth,Largest Territories,Territory Cost,"10.6M (JS, TS, QS)",Territory: Taiwan,Part of bonuses: West Pacific
6,Final Earth,Largest Territories,Territory Cost,16.0M (JS),Territory: South New Zealand,Part of bonuses: South Pacific
6,Final Earth,Largest Territories,Territory Cost,"7.6M (JS, TS)",Territory: North Bay of Bengal,Part of bonuses: South Asia
6,Final Earth,Largest Territories,Territory Cost,"9.8M (JS, TS, QS)",Territory: Indochinese Peninsula,Part of bonuses: South Asia
6,Final Earth,Mercenary Camp,MercenaryCamp000,Base mercs: 899.1K; Base cost: 9.03,Territory: Qaasuitsup,Part of bonuses: Greenland
6,Final Earth,Mercenary Camp,MercenaryCamp001,Base mercs: 10.2M; Base cost: 70.31,Territory: Ontario,Part of bonuses: South Canada
6,Final Earth,Mercenary Camp,MercenaryCamp002,Base mercs: 24.7M; Base cost: 66.93,Territory: South India,Part of bonuses: South Asia
6,Final Earth,Meta,Total Armies Required,214.8M,,
6,Final Earth,Meta,Total Base Army Caches,17.9M,,
6,Final Earth,Meta,Total Base Mercenaries,35.8M,,
6,Final Earth,Meta,Total Base Mercenaries Costs,2.4B,,
6,Final Earth,Meta,Total Base Money Caches,428.2M,,
6,Final Earth,Meta,Total Base Money Generation Per Sec,46.6K,,
6,Final Earth,Meta,Total Hospitals Save per Terr,563.0K,,
6,Final Earth,Meta,Total Hospitals Upgrade Costs,1.7B,,
6,Final Earth,Meta,Total Powers Available,TWx1,,
6,Final Earth,Meta,Total Territories,183,,
6,Final Earth,Recipe,Copper Bar,Requires: Copper x337,Territory: Semersooq,Part of bonuses: Greenland
6,Final Earth,Recipe,Iron Bar,Requires: Iron x590,Bonus: Brazil,
6,Final Earth,Recipe,Tin Bar,Requires: Tin x356,Territory: Volga,Part of bonuses: West Russia
6,Final Earth,Recipe,Zinc Bar,Requires: Zinc x801,Territory: North New Zealand,Part of bonuses: South Pacific
6,Final Earth,Tech Recipe,!MS: Basic Marketing,Requires: Copper Bar x80,,
6,Final Earth,Tech Recipe,!MS: Faster Smelters,Requires: Copper Bar x47,,
6,Final Earth,Tech Recipe,!MS: Incentive Program,Requires: Iron Bar x32,,
6,Final Earth,Tech Recipe,!MS: Intern Salesman,Requires: Tin Bar x47,,
6,Final Earth,Tech Recipe,!MS: Price Collusion,Requires: Iron Bar x436,,
6,Final Earth,Tech Recipe,Barehand Mining,Requires: Copper Bar x161,,
6,Final Earth,Tech Recipe,Basic Recruitment,"Requires: Tin Bar x113, Copper Bar x362",,
6,Final Earth,Tech Recipe,Billboards,"Requires: Tin Bar x412, Copper Bar x767",,
6,Final Earth,Tech Recipe,Cost Cutting,Requires: Copper Bar x1.5K,,
6,Final Earth,Tech Recipe,Drafting,Requires: Copper Bar x31,,
6,Final Earth,Tech Recipe,Increase Taxes on Corporations,Requires: Iron Bar x115,,
6,Final Earth,Tech Recipe,Increase Taxes on the Rich,Requires: Iron Bar x58,,
6,Final Earth,Tech Recipe,Infrastructure Upgrades,Requires: Iron Bar x10,,
6,Final Earth,Tech Recipe,Logistics,Requires: Iron Bar x218,,
6,Final Earth,Tech Recipe,Mine Carts,Requires: Tin Bar x783,,
6,Final Earth,Tech Recipe,Pickaxes,Requires: Tin Bar x22,,
6,Final Earth,Tech Recipe,Radio Commercials,Requires: Zinc Bar x35,,
6,Final Earth,Tech Recipe,Torches,Requires: Tin Bar x185,,
7,Drakemor's World,Dig Sites,Dig Site 1800000,Cost: 1.8M; Time: 14 hours; Type: p72 c16 u08 r04,Territory: Cloverhill,"Part of bonuses: Conjurer's Tower, Northern Island"
7,Drakemor's World,Dig Sites,Dig Site 10348200,Cost: 10.3M; Time: 17 hours; Type: p65 c20 u10 r05,Territory: Small Dock,"Part of bonuses: Small Dock, Volcano Island"
7,Drakemor's World,Hospital,Hospital00,"Base armies saved: 109.2K; Upgrade costs: 476.3K, 5.7M, 67.2M",Territory: Shankill,"Part of bonuses: Assassins Safe House, Empire"
7,Drakemor's World,Largest Cache,Army Cache,2.2M,Territory: Great Forest,"Part of bonuses: Imperial Fortress, Empire"
7,Drakemor's World,Largest Cache,Army Cache,3.9M,Territory: Colby,"Part of bonuses: Nameless Town, Empire"
7,Drakemor's World,Largest Cache,Army Cache,5.3M,Bonus: Empire,
7,Drakemor's World,Largest Cache,Army Cache,692.0K,Bonus: Northern Island,
